Email;First Name;Last Name ;Language ID;Shop ID;Shop Group ID;Active
info@dressbori.com;Dress Bori;;4;;;
info@dressbori.com;Dress Bori;;4;;;
duetmoda_sarria@hotmail.com;Duet moda;;4;;;
info@eduardoandes.com;Eduardo Andés;;4;;;
info@elbosque.es;EL Bosque;;4;;;
info@caprichonovias.es;El Capricho;;4;;;
citasdesvandelanovia@gmail.com;El desván de la novia;;4;;;
info@elrincondeibiza.es;El Rincón de Ibiza;;4;;;
info@ernestoterron.com?;Ernesto Terrón;;4;;;
info@esthernoriega.com;Esther Noriega;;4;;;
belen.rodriguez.novias@hotmail.com;Estherella;;4;;;
ventas@factorysposa.com;FactorySposa Madrid;;4;;;
admin@feldy.es;Feldy;;4;;;
femmemode@gmail.com ;Femme Mode;;4;;;
infoflordeasoka.com;Flor de Asoka;;4;;;
info@forevernovias.com;Forever Novias;;4;;;
info@noviasfmarlop.com;Francesca Marlop;;4;;;
info@galagarcianovias.com;Gala García Novias;;4;;;
info@galanovias.com;Gala Novias;;4;;;
galanovias@ono.com;Gala Novias;;4;;;
info@galapamplona.com;Gala Pamplona;;4;;;
info@grupogarbor.es;Garbor Novia;;4;;;
noviasgelen@noviasgelen.com;Gelen Novias ;;4;;;
giancarlonovias@gmail.com;Giancarlo Novias;;4;;;
ginadominguez2010@hotmail.com;Gina Domínguez;;4;;;
administracion@giorgiobatane.com;Giorgio Batane Novias;;4;;;
ecamargo@ono.com;Girlady Novias;;4;;;
mamen19711@gmail.com;Glamour & Prestige Novias;;4;;;
info@glamour-novias.es;Glamour Novias;;4;;;
info@graceandco.es;Grace & Co;;4;;;
fran@menceremonia.es;Grupo Lanovia Menceremonia;;4;;;
giovanna@menceremonia.es;Grupo Lanovia Menceremonia;;4;;;
comercial@menceremonia.es;Grupo Lanovia Menceremonia;;4;;;
info@menceremonia.es;Grupo Lanovia Menceremonia;;4;;;
administraciones@menceremonia.es;Grupo Lanovia Menceremonia;;4;;;
info@guipurnovias.es;Guipur Novias;;4;;;
castello@valerioluna.com;Guma Novias;;4;;;
novias@hederanovias.com;Hedera Novias;;4;;;
himerpielnovias@himerpielnovias.es;Himerpiel Novias;;4;;;
inmacastrejon@gmail.com;Inma Castrejón;;4;;;
info@23demikloset.es;Irene Novias;;4;;;
isabelduquemoda@gmail.com;Isabel Duque;;4;;;
info@isabellamodanupcial.com;Isabella Moda Nupcial;;4;;;
info@isisamadorshowroom.com;Isis Amador Showroom;;4;;;
ivorynovia@gmail.com;Ivory Novia;;4;;;
info@bodasivory.com;Ivory Weddings & Events;;4;;;
info@javierbarroeta.com;Javier Barroeta;;4;;;
jesuspeiro.fuencarralgmail.com;Jesús Peiró;;4;;;
coconovias@hotmail.com;José Coco Novias;;4;;;
juanvara@juanvara.es;Juan Vara;;4;;;
juliasecasa@gmail.com;Julia se casa;;4;;;
info@justnovias.com;Just Novias Alquiler vestidos;;4;;;
modajustamedida@gmail.com;Justa Medida;;4;;;
kyrietienda@yahoo.es;Kyrie Ceremonia;;4;;;
cita@lateliertudela.com;L' Atelier Tudela;;4;;;
l.a.couture@outlook.com;L.A. Couture;;4;;;
info@joanadiestre.com;La Bambolina by Joana Diestre;;4;;;
info@labicirosa.com;La Bici Rosa;;4;;;
info@joanadiestre.com;La Esposa by Joana Diestre;;4;;;
info@joanadiestre.com;La Esposa by Joana Diestre;;4;;;
info@laflornovias.com;LA FLOR NOVIAS;;4;;;
comercial@lagiocondanovias.com;La Gioconda Novias y Fiesta;;4;;;
info@lanoviasietepalmas.es;La Novia;;4;;;
info@lanovia-outlet.com;La Novia;;4;;;
info@lanoviaguadalajara.com;La Novia & Co.;;4;;;
lanoviavintage@gmail.com;La Novia Vintage;;4;;;
latiendademonica@hotmail.com;La Tienda de Mónica;;4;;;
info@latuapellecostura.com;La Tua Pelle;;4;;;
info@lavalbone-moda.es;La Valbone;;4;;;
lanoanovias@hotmail.com;Lanoa Novias;;4;;;
albacete@laranovias.es;Lara Novias;;4;;;
lartdecosirnovias@gmail.com;L'Art de Cosir;;4;;;
cita@lateliertudela.com;L'atelier novias pontevedra;;4;;;
laurabatan@laurabatan.es;Laura Batán;;4;;;
info@laurabenecci.com;Laura Benecci;;4;;;
info@lauralopeznovias.com;Laura López Novias;;4;;;
lauramonge@lauramonge.com;Laura Monge Atelier ;;4;;;
lauranovias@hotmail.es;Laura Novias;;4;;;
lauranovias@hotmail.es;Laura Novias;;4;;;
info@lenalena.es;Lena & Lena Novias;;4;;;
lina@lina1960.com;Lina 1960;;4;;;
info@lisawixell.eu;Lisa Wixell;;4;;;
monicaezquer@gmail.com;Lluna de Drap;;4;;;
visteme@lolitaceremonias.com;LOLITA CEREMONIAS;;4;;;
lolynovias@outlook.es;Loly Novias;;4;;;
lorenarubiovs@gmail.com;Lorena Rubio - Vistendo Sueños;;4;;;
info@loveisintheair.es;Love is in the air;;4;;;
lovelybyisabelle@gmail.com;Lovely By Isabelle;;4;;;
tiendamostoles@noviaslucia.com;Lucía Novias;;4;;;
ludovicayyo@gmail.com;Ludovica y yo;;4;;;
info@madoxtheweddingroom.com;Madox The Wedding Room;;4;;;
info@magdalenanovias.es;Magdalena novias;;4;;;
novias@maitemoreno.com;Maite Moreno Novias ;;4;;;
web@cocteleuropa.com;Manila Novias Málaga;;4;;;
auroramorenomudarra@hotmail.com;Manila Novias Sevilla;;4;;;
info@marengomoda.com;Marengo Moda;;4;;;
mariaalonso@mariaalonso.es;María Alonso;;4;;;
correo@maria-barcia.com;Maria Barcia Novias;;4;;;
correo@maria-barcia.com;Maria Barcia Novias;;4;;;
noviasmariacastineira@hotmail.com;María Castiñeira;;4;;;
mariadiezmanovias@mariadiezma.com;María Diezma Novias;;4;;;
info@mariasalas.es;María Salas Novias;;4;;;
info@mariannovias.com;Marián Novias;;4;;;
info@mariees.es;Mariees;;4;;;
tienda_martaespin@hotmail.es;Marta Espín;;4;;;
info@martallaberiaatelier.com;Marta Llaberia;;4;;;
info@marthapeters.es;Martha Peters;;4;;;
info@martinasposa.com;Martina Sposa;;4;;;
info@martinasposa.com;Martina Sposa;;4;;;
mas@tiendamas.es;Mas Talavera;;4;;;
info@masqnovias.es;MasqNovias;;4;;;
info@masqnovias.es;Masqnovias;;4;;;
info@mercedescastro.es;Mercedes Castro;;4;;;
info@mercedesnovias.com;Mercedes Novias;;4;;;
barochenovias@yahoo.es;Miguel Mora Novias;;4;;;
info@milmodelitos.com;Mil Modelitos;;4;;;
modaspaquitanovias@gmail.com;Modas Paquita;;4;;;
modena@modenanovias.com;Módena;;4;;;
mr-right@mr-right.es;Mr Right;;4;;;
muestrariosdenovias@hotmail.com;Muestrarios de Novias;;4;;;
info@mundonoviaspalma.com;Mundo Novias Palma;;4;;;
info@nathalynovias.com;Nathaly Novias;;4;;;
natinovias@gmail.com;Nati Novias;;4;;;
natisolernuvies@gmail.com;Nati Soler Nuvies;;4;;;
info@natividadalonso.com;Natividad Alonso;;4;;;
info@nievesperez.com;Nieves Pérez;;4;;;
info@nihilobstat.es;Nihil Obstat;;4;;;
noarnovias@hotmail.com;Noar Novias;;4;;;
info@noaswedding.com;Noas Wedding;;4;;;
info@nocesboutiqueatelier.com;Noces Boutique Atelier;;4;;;
info@noivas.es;Noivas Pontevedra;;4;;;
nonaflorensaboutique@gmail.com ;Nona Florensa;;4;;;
noviabelalugo@hotmail.com;Novia Bela;;4;;;
info@noviarte.es;Noviarte;;4;;;
info@noviasblanquita.com;Novias Blanquita;;4;;;
noviasbrull@gmail.com;Novias Brull;;4;;;
ter.c.c@hotmail.com;Novias Calvet ;;4;;;
info@noviascanet.es;Novias Canet;;4;;;
noviasderojo@hotmail.com;Novias De Rojo;;4;;;
noviasenblanco@gmail.com;Novias en Blanco;;4;;;
noverlinda@hotmail.com;Novias Erlinda;;4;;;
noviasfarah@gmail.com;Novias Farah Amorebieta;;4;;;
noviasfiore@hotmail.es;Novias Fiore;;4;;;
noviasb@gmail.com;Novias Guajara;;4;;;
itziarnovias@gmail.com;Novias Itziar;;4;;;
juliabroxnovias@gmail.com;Novias Julia Brox;;4;;;
info@comunionynovias-lb.com;Novias L.B.;;4;;;
lolynovias@outlook.es;Novias Loly;;4;;;
noviasmarialuisa@gmail.com;Novias María Luisa;;4;;;
novias@marinaarcos.com;Novias Marina Arcos;;4;;;
info@noviasmary.com;Novias Mary;;4;;;
maryshowroom@maryshowroom.com;Novias Mary;;4;;;
info@noviasoutletsevilla.com;Novias Outlet Sevilla;;4;;;
contacto@noviaspilargil.es;Novias Pilar Gil;;4;;;
pradosanchez1@hotmail.com;Novias Prado Sánchez;;4;;;
senda@fer.es;Novias Senda;;4;;;
noviasol@noviasol.com;Novias Sol;;4;;;
noviastara@gmail.com;Novias Tara;;4;;;
info@noviasvenus.es;Novias Venus;;4;;;
victor@victoriosonovias.com;Novias Victorioso;;4;;;
noviasydivinas@gmail.com;Novias y Divinas;;4;;;
info@nuestrasnovias.es;Nuestras Novias;;4;;;
espe.nupcial@gmail.com;Nupcial Atelier Esperanza Pechero;;4;;;
nupcial@nupcialnovias.com;Nupcial Novias;;4;;;
angelarabassa@noviasangela.com;Núvies Angela;;4;;;
nuviesdemel@gmail.com;Núvies de Mel;;4;;;
melnuvies@gmail.com;Núvies de mel;;4;;;
info@nuviesdor.com;Nuvies D'Or;;4;;;
casajuana@noviascasajuana.com;Nuvis Casajuana;;4;;;
burgos@orishanovias.es;Orisha;;4;;;
valladolid@orishanovias.es;Orisha;;4;;;
burgos@orishanovias.es;Orisha;;4;;;
valladolid@orishanovias.es;Orisha;;4;;;
web@palmiranovias.es;Palmira Novias;;4;;;
parotti.oro@hotmail.com;Parotti Novias;;4;;;
info@pasarelanovios.com;PasarelaNovios;;4;;;
fotopassionoro@hotmail.com;Passión Novias;;4;;;
info@pelegrinytardio.com;Pelegrín y Tardío;;4;;;
persemprenovias@hotmail.com;Per sempre novias;;4;;;
moda@perlasybombones.es;Perlas y Bombones;;4;;;
info@portocale.es;Portocale;;4;;;
inma@pretaemporter.es;Pret A Emporter ;;4;;;
noviasprincesscomitan@hotmail.com;Princess Novias México;;4;;;
info@prodisanovias.com;Prodisa Novias;;4;;;
contacto@promessanovias.com;Promessa Novias;;4;;;
info@puertadeeuropapasarela.com;Puerta Europa Pasarela;;4;;;
ramonherrerias@ramonherrerias.com;Ramón Herrerías;;4;;;
nvillegas76@hotmail.com;Ramona Novias;;4;;;
info@raquelferreiro.es;Raquel Ferreiro;;4;;;
info@oronovias.com;Raúl Novias/ Oro Novias;;4;;;
info@reginadelara.com;Regina de Lara;;4;;;
info@ricartnuvies.com;Ricart;;4;;;
rociosaugarnovias@gmail.com;Rocío Saugar Novias;;4;;;
rodrimoda@hotmail.com;Rodrigo Piñeiro;;4;;;
info@rosaazul.es;Rosa Azul Islazul;;4;;;
info@rosablasco.com;Rosa Blasco;;4;;;
sevilla@rosaclara.es;Rosa Clará Sevilla;;4;;;
rosaliaboladonovias@gmail.com;Rosalia Bolado Novias;;4;;;
info@rosasatelier.es;Rosas Atelier;;4;;;
costura@salvasanleon.com;Salva Sanleón;;4;;;
sanmaretto@hotmail.com;San Maretto;;4;;;
info@sanjurjomoda.com;Sanjurjo Moda S.L.;;4;;;
info@santosyevanovios.com;Santos y Eva Novios;;4;;;
pili@scarlatta.net;Scarlatta;;4;;;
sedkanovias@yahoo.es;Sedka Novias;;4;;;
sedkanovias@yahoo.es;Sedka Novias;;4;;;
madynovias@gmail.com;Serlanovia;;4;;;
shiraboutique@gmail.com;Shira Boutique;;4;;;
noviassiquiero@gmail.com;Sí Quiero;;4;;;
info@siquieropamplona.es;Sí quiero casarme;;4;;;
info@isabelberrocal.com;Sí, Quiero;;4;;;
info@silviacupeiro.com;Silvia Cupeiro;;4;;;
info@sisinia.com;Sisinia;;4;;;
info@somethingold.es;Something Old;;4;;;
hola@sommera.es;Sommera;;4;;;
info@specialnovias.com;Special Novias;;4;;;
spiralmodajoven@gmail.com;Spiral Moda;;4;;;
contacto@sposanovias.es;Sposa Novias;;4;;;
suenosdebodasantander@gmail.com;Sueños de Boda;;4;;;
info@suenosdenovia.com;Sueños de Novia;;4;;;
info@suitenovias.com;Suite Novias;;4;;;
taniapresabuck@hotmail.com;Tania Presa Alta Costura;;4;;;
teresacamponoviasvdo@gmail.com;Teresa Campo Novias;;4;;;
teresategar@teresategar.com;Teresa Tegar;;4;;;
info@thediamondpalace.es;THE DIAMOND PALACE;;4;;;
todonoviaguadalajara@gmail.com;Todo Novia Guadalajara;;4;;;
todoceremonias@gmail.com;Todoceremonias;;4;;;
info@tonimodas.com;Toni Modas;;4;;;
info@topnovia.com;TopNovia;;4;;;
transparenzza@gmail.com;Transparenzza;;4;;;
tuyyoceremonias@gmail.com;Tu y yo ceremonias;;4;;;
info@tuvestido.es;Tuvestido.es;;4;;;
info@universalnuvies.com;Universal Nuvies;;4;;;
info@universalnuvies.com;Universal Nuvies;;4;;;
universonovia@hotmail.com;Universo Novia;;4;;;
vainisebodas@gmail.com;Vainise Bodas;;4;;;
info@valentinherraiz.com;Valentín Herraiz;;4;;;
valsnovias@gmail.com;Vals Novias;;4;;;
vamonosdeboda@hotmail.com;Vámonos de Boda;;4;;;
info@vanesanovias.es;Vanesa Novias;;4;;;
maria@veganovias.es;Veganovias;;4;;;
info@veladaspamplona.com;Veladas Pamplona;;4;;;
clientes@vertize.es;Vertize Gala;;4;;;
info@vestidosnoviaoutlet.com;Vestidos Novia Outlet;;4;;;
hola@viandbi.com;Vi & Bi;;4;;;
info@vianovia.com;Via Novia;;4;;;
proyectomartinberrocal@gmail.com;Vicky Martín Berrocal;;4;;;
m.carmenpayan@gmail.com;Victoria Imaz;;4;;;
info@victoriaimaz.es;Victoria Imaz;;4;;;
info@victoriaimaz.es;Victoria Imaz;;4;;;
viornovias@hotmail.es;Vior Novias;;4;;;
couture@visionnaire.es;Visionnaire Couture® Atelier;;4;;;
info@weddingsintenerife.com;Weddings in Tenerife;;4;;;
info@xenia.es;Xènia Moda;;4;;;
info@ycomieronperdicesnovias.net;Y Comieron Perdices;;4;;;
yo-novia@hotmail.com;Yo Novia;;4;;;
moda@yolandagaviria.es;Yolanda Gaviria ;;4;;;
